,0,1
14,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0008_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0008_1/CT_IMAGE.nrrd
15,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0008_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0008_1/CT_IMAGE.nrrd
16,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0459_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0459_0/CT_IMAGE.nrrd
17,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0459_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0459_0/CT_IMAGE.nrrd
18,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0523_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0523_0/CT_IMAGE.nrrd
19,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0523_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0523_0/CT_IMAGE.nrrd
20,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0345_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0345_0/CT_IMAGE.nrrd
21,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0345_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0345_0/CT_IMAGE.nrrd
22,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0154_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0154_1/CT_IMAGE.nrrd
23,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0154_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0154_1/CT_IMAGE.nrrd
24,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0580_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0580_0/CT_IMAGE.nrrd
25,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0580_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0580_0/CT_IMAGE.nrrd
26,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0441_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0441_0/CT_IMAGE.nrrd
27,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0441_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0441_0/CT_IMAGE.nrrd
28,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0501_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0501_0/CT_IMAGE.nrrd
29,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0501_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0501_0/CT_IMAGE.nrrd
30,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0610_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0610_0/CT_IMAGE.nrrd
31,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0610_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0610_0/CT_IMAGE.nrrd
32,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0078_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0078_0/CT_IMAGE.nrrd
33,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0078_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0078_0/CT_IMAGE.nrrd
34,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0598_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0598_0/CT_IMAGE.nrrd
35,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0598_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0598_0/CT_IMAGE.nrrd
36,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0159_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0159_1/CT_IMAGE.nrrd
37,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0159_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0159_1/CT_IMAGE.nrrd
38,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0243_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0243_0/CT_IMAGE.nrrd
39,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0243_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0243_0/CT_IMAGE.nrrd
40,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0625_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0625_0/CT_IMAGE.nrrd
41,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0625_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0625_0/CT_IMAGE.nrrd
42,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0026_2/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0026_2/CT_IMAGE.nrrd
43,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0026_2/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0026_2/CT_IMAGE.nrrd
44,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0138_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0138_1/CT_IMAGE.nrrd
45,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0138_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0138_1/CT_IMAGE.nrrd
46,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0125_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0125_0/CT_IMAGE.nrrd
47,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0125_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0125_0/CT_IMAGE.nrrd
48,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0287_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0287_0/CT_IMAGE.nrrd
49,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0287_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0287_0/CT_IMAGE.nrrd
50,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0552_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0552_0/CT_IMAGE.nrrd
51,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0552_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0552_0/CT_IMAGE.nrrd
52,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0482_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0482_0/CT_IMAGE.nrrd
53,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0482_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0482_0/CT_IMAGE.nrrd
54,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0431_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0431_0/CT_IMAGE.nrrd
55,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0431_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0431_0/CT_IMAGE.nrrd
56,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0579_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0579_0/CT_IMAGE.nrrd
57,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0579_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0579_0/CT_IMAGE.nrrd
58,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0592_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0592_0/CT_IMAGE.nrrd
59,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0592_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0592_0/CT_IMAGE.nrrd
60,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0177_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0177_0/CT_IMAGE.nrrd
61,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0177_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0177_0/CT_IMAGE.nrrd
62,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0264_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0264_0/CT_IMAGE.nrrd
63,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0264_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0264_0/CT_IMAGE.nrrd
64,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0356_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0356_0/CT_IMAGE.nrrd
65,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0356_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0356_0/CT_IMAGE.nrrd
66,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0412_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0412_0/CT_IMAGE.nrrd
67,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0412_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0412_0/CT_IMAGE.nrrd
68,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0272_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0272_0/CT_IMAGE.nrrd
69,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0272_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0272_0/CT_IMAGE.nrrd
70,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0166_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0166_1/CT_IMAGE.nrrd
71,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0166_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0166_1/CT_IMAGE.nrrd
72,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0404_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0404_0/CT_IMAGE.nrrd
73,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0404_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0404_0/CT_IMAGE.nrrd
74,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0241_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0241_0/CT_IMAGE.nrrd
75,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0241_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0241_0/CT_IMAGE.nrrd
76,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0447_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0447_0/CT_IMAGE.nrrd
77,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0447_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0447_0/CT_IMAGE.nrrd
78,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0611_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0611_0/CT_IMAGE.nrrd
79,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0611_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0611_0/CT_IMAGE.nrrd
80,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0383_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0383_0/CT_IMAGE.nrrd
81,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0383_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0383_0/CT_IMAGE.nrrd
82,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0066_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0066_1/CT_IMAGE.nrrd
83,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0066_1/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0066_1/CT_IMAGE.nrrd
84,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0373_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0373_0/CT_IMAGE.nrrd
85,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0373_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0373_0/CT_IMAGE.nrrd
86,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0234_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0234_0/CT_IMAGE.nrrd
87,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0234_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0234_0/CT_IMAGE.nrrd
88,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0481_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0481_0/CT_IMAGE.nrrd
89,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0481_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0481_0/CT_IMAGE.nrrd
90,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0316_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0316_0/CT_IMAGE.nrrd
91,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0316_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0316_0/CT_IMAGE.nrrd
92,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0567_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0567_0/CT_IMAGE.nrrd
93,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0567_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0567_0/CT_IMAGE.nrrd
94,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0630_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0630_0/CT_IMAGE.nrrd
95,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0630_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0630_0/CT_IMAGE.nrrd
96,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0276_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0276_0/CT_IMAGE.nrrd
97,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0276_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0276_0/CT_IMAGE.nrrd
98,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0302_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0302_0/CT_IMAGE.nrrd
99,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0302_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0302_0/CT_IMAGE.nrrd
100,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0527_0/CT_IMAGE.nrrd,/cluster/projects/radiomics/ProcessedDatasets/HeadNeck/TCIA_HNSCC/HNSCC-01-0527_0/CT_IMAGE.nrrd
